comment_text,sentiment,emotion
Heating issue in this LG TV makes me angry,Negative,anger
the m4 macbook air is really good battery life performance. 24gb ram 1tb for me that good as a cyberseucirty college student. it works good for all the programs i need.,Positive,joy
Love the premium feel of this Samsung laptop,Positive,love
Expected more from this HP laptop but disappointed,Negative,sad
Expected more from this Samsung TV but disappointed,Negative,sad
Concerned about durability of this Sony mobile,Negative,fear
Worst experience with this Samsung laptop very disappointed,Negative,anger
Not sure if this Dell mobile will last long,Negative,fear
Sound quality of this HP TV is not good build quality konjam improve panna nalla irukum,Negative,sad
Worst experience with this Apple TV very disappointed,Negative,anger
Worst experience with this Sony TV very disappointed,Negative,anger
Heating issue in this HP laptop makes me angry,Negative,anger
i think note 13 series is the best design so far,Positive,joy
Build quality feels cheap in this LG mobile konjam disappointed,Negative,sad
"i hope gaming on macs will just grow. just an addition to what you can do on that machine. would be also great to see an webcam, mics updates on next air / mbp",Positive,joy
Not sure if this Sony TV will last long totally worth the price,Negative,fear
Build quality feels cheap in this Dell TV,Negative,sad
I absolutely love this LG TV design,Positive,love
Battery drains fast in this Dell TV waste of money konjam disappointed,Negative,anger
Risky purchase decision choosing this Apple laptop konjam disappointed totally worth the price romba happy with this totally worth the price,Negative,fear
Very poor build quality from Sony TV,Negative,anger
Build quality feels cheap in this Lenovo TV design super ah iruku konjam disappointed,Negative,sad
Scared about overheating problem in this Sony mobile design super ah iruku,Negative,fear
This Sony laptop exceeded my expectations,Positive,joy
Risky purchase decision choosing this Samsung mobile,Negative,fear
Expected more from this Lenovo mobile but disappointed design super ah iruku totally worth the price,Negative,sad
"m35 vangunga pa ! idhu worst u😅! adhula stereo speaker ,punch jole display ! 600 mah battery ! lyt 600 sensor camera ! nalla look um kedakkum! long term use la problem varuma nu bayam",Negative,anger
i use my macbook air m4 for software development every day. it's an amazing laptop. the weight and battery life are great,Positive,joy
I am worried about long term performance of this Redmi mobile,Negative,fear
Build quality feels cheap in this Lenovo laptop romba happy with this,Negative,sad
Expected more from this Dell mobile but disappointed totally worth the price,Negative,sad
Build quality feels cheap in this Dell laptop,Negative,sad
how bad is the fingerprints/smudges issue on the midnight? yours looks absolutely sleek and gorgeous - do you clean it a lot? i'm torn between getting silver or midnight.. build quality konjam improve panna nalla irukum,Negative,anger
"when you said boring, i just disliked this video. build quality konjam improve panna nalla irukum camera performance sema",Neutral,love
LG TV performance is amazing and super smooth build quality konjam improve panna nalla irukum,Positive,joy
Battery backup in this LG mobile is excellent,Positive,joy
Risky purchase decision choosing this Apple laptop konjam disappointed,Negative,fear
Risky purchase decision choosing this Lenovo laptop,Negative,fear
Highly satisfied and love using this Apple laptop seriously impressed,Positive,love
"after windows doing their current bs and crashing everyone and forcing you to sing in with an email to sell your data, i'm leaning towards a mac laptop. a lot of users have been happy with their mac book and i am leaning towards that to get away from windows bs.",Neutral,joy
Concerned about durability of this HP TV totally worth the price,Negative,fear
Risky purchase decision choosing this HP mobile long term use la problem varuma nu bayam,Negative,fear
This Redmi TV is my favorite device now camera performance sema not satisfied with this device,Positive,love
Totally in love with this Redmi TV display build quality konjam improve panna nalla irukum,Positive,love
Build quality feels cheap in this Sony laptop romba happy with this,Negative,sad
Battery backup in this Dell mobile is excellent,Positive,joy
the design is like realme midrange very bad😢,Negative,anger
Very poor build quality from Lenovo mobile,Negative,anger
This Samsung laptop is my favorite device now romba happy with this romba happy with this,Positive,love
chinese manufacturers love the 8mp ultrawide more than their parents and children,Positive,love
I absolutely love this Redmi laptop design,Positive,love
how bad is the fingerprints/smudges issue on the midnight? yours looks absolutely sleek and gorgeous - do you clean it a lot? i'm torn between getting silver or midnight..,Negative,anger
Concerned about durability of this Lenovo TV not satisfied with this device battery backup romba nalla iruku,Negative,fear
Very poor build quality from Redmi laptop,Negative,anger
"good point that pros will likely buy something more powerful than that. but maybe someone who is learning, or doing as a hobby might need that. either way ai is a flop",Positive,joy
Not sure if this HP laptop will last long battery backup romba nalla iruku,Negative,fear
Samsung laptop performance is amazing and super smooth,Positive,joy
Scared about overheating problem in this Apple TV long term use la problem varuma nu bayam camera performance sema romba happy with this,Negative,fear
This OnePlus mobile performance is terrible,Negative,anger
I feel sad about the camera performance of this Lenovo mobile long term use la problem varuma nu bayam,Negative,sad
Highly satisfied and love using this LG laptop design super ah iruku,Positive,love
Concerned about durability of this Apple laptop not satisfied with this device long term use la problem varuma nu bayam seriously impressed design super ah iruku,Negative,fear
Highly satisfied and love using this Sony mobile not satisfied with this device,Positive,love
Scared about overheating problem in this Lenovo TV,Negative,fear
Totally in love with this Samsung laptop display,Positive,love
I am really happy with this Lenovo mobile camera quality,Positive,joy
Build quality feels cheap in this LG laptop seriously impressed design super ah iruku,Negative,sad
This LG TV exceeded my expectations,Positive,joy
not good not bad either ahh phone 😂,Neutral,joy
This LG mobile performance is terrible konjam disappointed,Negative,anger
I absolutely love this OnePlus mobile design konjam disappointed not satisfied with this device,Positive,love
